100139	1	2701308
100139	1	3880962
100139	1	8366801
100139	1	2622099
100139	1	597025
100139	1	373926
100139	1	2269566
100139	1	842006
100139	1	65966
100139	1	6435933
100139	1	1390519
100139	2	UNKNOWN
100139	3	2695554
100139	4	5043483
100139	5	4664612
100139	5	2701308
100139	5	597025
100139	5	597025
100139	6	3092
100139	7	UNKNOWN
100950	1	1417612
100950	1	2228113
100950	1	74146
100950	1	1074831
100950	2	UNKNOWN
100950	3	UNKNOWN
100950	4	UNKNOWN
101033	1	432567
101033	1	3457303
101033	1	3722491
101033	2	9353019
101033	2	439211
101033	2	7190751
101033	2	6136605
101033	2	1785274
101033	2	1207615
101033	2	59693
101033	2	25602
101033	2	10952950
101033	2	863683
101033	2	158482
101033	2	4183616
101033	2	38992
101033	2	32738
101033	3	12620457
101033	3	3599321
101033	3	581093
101033	4	376487
101033	4	1715821
101033	4	937
101033	5	781485
101033	5	6552680
101033	5	2590603
101033	5	94562
101033	5	851767
101033	5	25937
101033	5	2253689
101033	5	9708794
101033	5	25628
101033	5	158839
101033	5	6552680
101033	5	374246
101033	5	6552680
101033	5	25924
101033	5	21686
101033	5	1207197
101033	5	25952
101033	6	1185557
101033	6	1290044
101033	7	26238
101033	7	6621
101033	7	7473594
101033	7	3622440
101033	7	284093
101033	7	345565
101033	8	6984274
101033	8	104785
101033	8	5570065
101033	9	752390
101033	9	5091244
101033	9	7772352
101033	9	1207615
101033	9	301685
101033	10	1185557
101033	10	3722491
101033	10	81003
101033	11	UNKNOWN
101033	12	9653138
101033	12	1686043
101033	12	498351
101033	12	18257
101033	12	4030089
101033	12	2415572
101033	12	6314763
101033	12	7516
101033	12	354782
101033	13	UNKNOWN
101033	14	756765
101033	14	3599321
101033	15	UNKNOWN
101033	16	8958709
101033	16	756765
101033	17	UNKNOWN
101033	18	UNKNOWN
101033	19	7209702
101033	19	6333159
101033	20	133483
101033	21	4764289
101033	22	UNKNOWN
101033	23	UNKNOWN
101033	24	UNKNOWN
101033	25	518346
101033	25	305767
101033	25	2597864
101033	25	1207615
101033	25	175879
101033	25	392599
101033	25	121511
101033	25	6610270
101033	25	3599321
101033	25	224371
101033	25	255166
101033	25	41565
101033	26	2415572
101033	26	526074
101033	26	2453394
101033	26	1404860
101033	26	149830
101033	26	18189
101033	26	1525
101033	26	3922813
101033	26	38986
101033	27	41565
101033	28	UNKNOWN
101033	29	927758
101033	30	2851626
101033	30	743444
101033	31	12620457
101033	32	1366498
101033	33	UNKNOWN
101033	34	3478834
101033	35	2141810
101033	35	166860
101033	35	1786377
101033	35	324754
101033	35	6552680
101033	35	7516
101033	35	1769752
101033	35	7516
101033	35	9239103
101033	35	1783178
101033	35	2606426
101033	35	2453394
101033	35	9382
101033	35	761674
101033	35	2868063
101033	35	5495987
101033	35	168953
101033	35	2971
101033	35	205907
101033	35	11781704
101033	35	1095706
101033	35	27487
101033	35	45502
101033	35	24460
101033	36	3599321
101033	37	UNKNOWN
101033	38	UNKNOWN
101033	39	UNKNOWN
101033	40	UNKNOWN
101033	41	4427723
101033	41	212362
101033	41	1088273
101033	41	3707532
101033	41	1185314
101033	41	11221842
101033	41	10451121
101033	42	797432
101033	42	9353019
101033	42	1877129
101033	42	2622099
101033	42	6552680
101033	42	8142810
101033	42	360915
101033	42	272979
101033	42	2637309
101033	42	2785988
101033	43	780597
101033	43	1673801
101033	43	6649607
101033	43	436125
101033	43	4199841
101033	43	11217867
101033	43	155532
101033	43	9235900
101033	43	42840
101033	43	863337
101033	43	3556209
101033	43	708043
101033	43	796998
101033	43	721717
101033	43	5997758
101033	43	6555365
101033	43	3483350
101033	43	9719700
101033	43	5668201
101033	43	218966
101033	43	6595
101033	43	1207615
101033	43	1120945
101033	43	8111
101033	43	132328
101033	43	6552680
101033	43	5765044
101033	43	7991543
101033	43	771978
101033	43	2453394
101033	43	25924
101033	43	9209435
101033	43	1049687
101033	43	476236
101033	44	7473594
101033	44	584600
101033	45	861119
101033	45	2427046
101033	45	6552680
101033	45	4347311
101033	46	10451121
101033	47	UNKNOWN
101033	48	6053165
101033	48	383412
101033	49	5864735
101033	49	2534754
101033	50	139821
101033	50	82771
101033	50	3294902
101033	50	3775321
101033	50	6980776
101033	50	5675298
101033	50	8081028
101033	50	2427046
101033	50	2534754
101033	50	10451121
101033	50	2525504
101033	50	8701366
101033	50	1783201
101033	50	25628
101033	50	122259
101033	50	710008
101033	50	1120945
101033	50	862420
101033	50	1406727
101033	50	3775321
101033	50	10451121
101033	50	365611
101160	1	125881
101160	1	393681
101160	2	UNKNOWN
101160	3	UNKNOWN
101160	4	393681
101160	5	UNKNOWN
101160	6	UNKNOWN
101160	7	4261127
101160	8	UNKNOWN
101160	9	UNKNOWN
101160	10	UNKNOWN
101160	11	10047076
101160	11	59950
101160	11	3782784
101160	11	956016
101160	11	272891
101160	11	1956158
101160	12	204952
101160	12	956016
101160	13	4020349
101160	13	3782784
101160	13	6939875
101160	14	3555138
101160	14	1368621
101160	15	UNKNOWN
101160	16	UNKNOWN
101160	17	2537526
101160	18	UNKNOWN
102313	1	3722491
102313	1	2534754
102313	2	1711950
102313	2	327413
102313	2	12700840
102313	2	3211063
10280	1	2543115
10280	2	1366757
10280	2	3831976
10280	3	259202
10280	3	3831976
10280	4	232664
10280	5	5056594
10280	5	241629
10280	5	642325
10280	5	572929
10280	5	42467
1030	1	2593946
1030	1	441314
1030	1	769599
1030	1	1030082
1030	2	4634204
1030	2	3355097
1030	2	4468330
1030	3	UNKNOWN
1030	4	1153954
1030	4	186529
1030	4	1101249
1030	4	133093
1030	4	14108
1030	4	439319
1030	4	1468786
1030	4	3285998
1030	4	179763
1030	4	287222
1030	4	3830492
1030	4	1125581
1030	4	458734
1030	5	8452131
1030	6	UNKNOWN
1030	7	UNKNOWN
1030	8	UNKNOWN
1030	9	UNKNOWN
1030	10	UNKNOWN
1030	11	UNKNOWN
1030	12	71400
1030	13	UNKNOWN
1030	14	827650
1030	14	2746919
1030	14	2533329
1030	15	UNKNOWN
1030	16	74846
1030	17	5079877
1030	18	1030082
1030	19	UNKNOWN
1030	20	218360
1030	20	1030082
1030	21	UNKNOWN
1030	22	UNKNOWN
1030	23	687092
1030	24	12422305
1030	24	4069659
1030	24	52870
1030	25	UNKNOWN
1030	26	1342971
1030	26	307499
1030	27	UNKNOWN
1030	28	UNKNOWN
1030	29	378178
1030	30	69626
1030	30	307499
1030	31	1786387
1030	31	49754
1030	32	25501
1030	33	25501
1030	34	UNKNOWN
1030	35	572682
1030	35	2449518
1030	36	4514784
1030	37	2046739
1030	38	1400123
1030	38	2074785
1030	38	1389948
1030	38	1997149
1030	39	1600030
1030	39	5659856
1030	39	1997149
1030	39	2036659
1030	40	25501
1030	41	1777715
1030	42	1790466
1030	43	4346
1030	44	UNKNOWN
1030	45	1790466
1030	46	56586
1030	46	258476
1030	47	3515777
1030	48	2889
1030	48	505752
1030	49	435903
1030	50	6746888
103282	1	1805730
103282	1	148893
103282	2	UNKNOWN
103282	3	1402874
103282	4	12403
103282	4	10885592
103282	4	26670
103282	5	UNKNOWN
103282	6	12314186
103282	6	13697
103282	7	9328091
103282	8	5162527
103282	9	700800
103282	9	381317
103282	10	695485
103282	10	6732565
103282	10	5834649
103282	10	2214202
103282	11	3242246
103282	12	6009188
103282	12	3577382
103282	13	32638
103282	13	2075613
103282	13	3429084
103282	13	340429
103282	14	12442873
103282	15	21385
103282	16	10108
103282	16	389095
103282	16	2622099
103282	17	2786151
103282	17	93729
103282	18	1478180
103282	18	7341
103282	19	UNKNOWN
103282	20	4333187
103282	20	860818
103282	20	3663037
103282	20	3062483
103282	20	5104379
103282	20	4967190
103282	20	3304936
103282	20	13697
103282	20	2220306
103282	20	111489
103282	20	3542723
103282	20	4021954
103282	20	7016866
103282	21	10283706
103282	22	3237033
103282	22	8873874
103282	22	8726994
103282	23	5401089
103282	24	11815
103282	24	83032
103282	24	4954745
103282	24	4731
103282	25	3231681
103282	25	5547024
103282	26	4731
103282	26	3542723
103282	27	3237033
103282	28	920127
103282	28	2868063
103282	28	5241212
103282	28	3654792
103282	29	6494055
103282	29	92771
103282	29	6017359
103282	30	9247113
103282	30	1336990
103282	30	12700840
103282	31	4516989
103282	31	7766241
103282	31	3542723
103282	31	1389948
103282	31	8873874
103282	32	9531300
103282	32	3044703
103282	32	9332750
103282	33	UNKNOWN
103282	34	4595
103282	35	3718037
103282	35	102863
103282	36	10159
103282	36	307921
103282	37	595958
103282	38	927758
103282	39	3311778
103282	39	3000094
103282	39	1571144
103282	39	5785928
103282	39	111489
103282	40	5666818
103282	40	314787
103282	40	195938
103282	40	3718037
103282	40	5091244
103282	40	2151546
103282	40	3923075
103282	40	102863
103282	40	10159
103282	40	171075
103282	41	UNKNOWN
103282	42	7569074
103282	42	1402874
